"normal_human.ext","old_people.ext","persona_GPT3.5.ext","shape_GPT3.5.ext","persona_GPT4.ext","shape_GPT4.ext","persona_LLaMA3.ext","shape_LLaMA3.ext","normal_human.agr","old_people.agr","persona_GPT3.5.agr","shape_GPT3.5.agr","persona_GPT4.agr","shape_GPT4.agr","persona_LLaMA3.agr","shape_LLaMA3.agr","normal_human.con","old_people.con","persona_GPT3.5.con","shape_GPT3.5.con","persona_GPT4.con","shape_GPT4.con","persona_LLaMA3.con","shape_LLaMA3.con","normal_human.neu","old_people.neu","persona_GPT3.5.neu","shape_GPT3.5.neu","persona_GPT4.neu","shape_GPT4.neu","persona_LLaMA3.neu","shape_LLaMA3.neu","normal_human.ope","old_people.ope","persona_GPT3.5.ope","shape_GPT3.5.ope","persona_GPT4.ope","shape_GPT4.ope","persona_LLaMA3.ope","shape_LLaMA3.ope"
"1",0.796882954080819,0.69911248502618,0.669960636080561,0.735599203810495,0.754697803239691,0.835280108289554,0.723080689069636,0.533468739121311,0.730178622182094,0.664701733318042,0.658431612723266,0.777056065116568,0.74689676200894,0.934929312679166,0.746632044013108,0.738859932173112,0.855000475493928,0.805993439486305,0.413817821899606,0.552287142206625,0.607918877489102,0.669791459550434,0.75320440097789,0.479189790260074,0.848680823580824,0.755265404044318,0.675327694482632,0.522543024671027,0.66513007737874,0.786958709175942,0.716809698844684,0.622447489130797,0.604667933027304,0.635715427907463,0.644538100688257,0.782086754629875,0.775274462312898,0.804618117709834,0.805008009357681,0.905893499535888
"2",0.81531380787152,0.845697128027812,0.661451865556558,0.835577949404303,0.871597650831964,0.789471125154257,0.87840208223161,0.745667082236172,0.342852101345864,0.415177912106629,-0.0355603882095294,0.549019751069089,0.739113379174068,0.831031432429909,0.855601593769968,0.968490356684768,0.702207007292662,0.750566709067312,0.815002122203843,0.675371491552683,0.80905467639539,0.861908596363066,0.664044337346794,0.899621278741891,0.694929355652463,0.805281781393333,0.531481571831072,0.69726071772064,0.787175297225496,0.797110109453047,0.608494017866841,0.716576941231102,0.634688725782701,0.779293383485382,-0.050177427785632,0.727033149450615,0.560568937329856,0.88549084645627,0.755086139491322,0.887003679606064
"3",0.816822942967478,0.828824904062933,0.7504521912425,0.859253804582235,0.829470898449477,0.783865048378864,0.874136986179858,0.80296270658302,0.624066258708221,0.694568458433996,0.859413907864858,0.898979020794929,0.698140772068456,0.796930899937173,0.743708041203738,0.855150603759934,0.863133520256731,0.786634654724272,0.843119921665313,0.833366363745941,0.612787595598848,0.826933033213907,0.68408586062037,0.953044959282279,0.791390010270492,0.837313098686856,0.378067403280628,0.595276502827035,0.748834313158555,0.851618075143986,0.809960686080029,0.787319746228348,0.649312664782925,0.661079030475635,0.481120609930732,0.548291354762164,0.63584357952107,0.826211489159675,0.699795205225281,0.57402718780459
"4",0.763294037654179,0.60134517263651,0.491805649027753,0.574675472638405,0.806990001496811,0.924974278464057,0.642159655355872,0.565722072280312,0.753153019812687,0.664898680158294,0.0898357751553174,0.649974095344955,0.711200730255672,0.895915771331783,0.848081521177797,0.984646243010921,0.736680943409606,0.664389795599244,0.0927911196288137,0.462032511926914,0.499613925475135,0.770874509750109,0.742964679986107,0.553034446941108,0.663822775408393,0.555249720488295,0.47439976043748,0.54608428056249,0.697766111946334,0.418475512673023,0.735816086329283,0.697460134257275,0.739020663036783,0.756985012983548,0.0786529884353225,0.671534617098654,0.469697750914698,0.864336882839669,0.823689565925423,0.886504464082726
"5",0.763941678968146,0.634779776093681,0.730343363789398,0.450463114553742,0.710824547004591,0.958982770207684,0.839648006215021,0.85489712990988,0.713349713996893,0.682377917493002,0.63798781752403,0.861385446396948,0.860819453687261,0.947527416800281,0.79741144881319,0.84328327044058,0.72469381694046,0.630498559621215,0.458963717372655,0.56278521173501,0.600183122166237,0.756658409660943,0.679303442311991,0.669846688881014,0.642697868593452,0.656094599408245,0.605165598442864,0.746231256567564,0.410253666879462,0.721796427853598,0.684618120745196,0.774370213599296,0.655471176904934,0.37792944672639,0.196394702457756,0.595658044018742,0.888606383469607,0.782634397855759,0.854075660860388,0.912346310841148
"6",0.891337187893902,0.814681680535978,0.571067133819175,0.397393170781435,0.659608695062113,0.873040174605105,0.732093055911533,0.69077002512627,0.598522409679402,0.667036372595526,-0.0745597729487337,0.661822493680929,0.53221908445251,0.672769059583083,0.676324418002825,0.866678558609389,0.7518456060461,0.641149419685596,0.416486359867123,0.58193906763331,0.382664791207669,0.807328823532155,0.645907614259844,0.703134274427283,0.669836337406655,0.638213112368533,0.742658176186082,0.773514163804549,0.458356672731627,0.822114182859282,0.859175126630921,0.857530621127043,0.857795112737014,0.902805104503966,0.810740459063444,0.852286142813116,0.765337304718273,0.909829705397006,0.850346197984991,0.826102906029296
"7",0.533129402685543,0.620401466990623,0.109879315555253,0.662785549774293,0.68999696439604,0.638044280154186,0.715864239773522,0.879056476345923,0.699513565863321,0.6320565298326,0.200779971396225,0.726402404325266,0.535226204800017,0.864582427387169,0.791304186853341,0.943989754284831,0.73216421332141,0.823811102765032,0.786567613160682,0.856519166783475,0.822342631049177,0.885696642044849,0.877120107134832,0.822984837279238,0.902423325862138,0.88346448920869,0.40109081635738,0.639364037150253,0.855356268858119,0.8809581997227,0.81484464202938,0.864737688641113,0.871242632483764,0.834620886015989,0.860378198011689,0.836207568294936,0.850551013790604,0.915653567388911,0.884722087828561,0.814591192262047
"8",0.693949917152664,0.720753526229543,0.0476952863690413,0.543628559271791,0.458279117085559,0.749775702264728,0.536353424932594,0.734149888098468,0.699016281690602,0.802638955013782,0.828684610493848,0.872081008864342,0.838106902281119,0.976060562975625,0.802116069562777,0.833743074518147,0.697318442718169,0.655791516684433,0.642841466748444,0.900970952122717,0.856101043556533,0.955793434055006,0.824184892248926,0.961632152369396,0.905305391334033,0.924022517502158,0.273430592781344,0.655115602227282,0.925563541062875,0.937561406561471,0.884676345811778,0.952496562555021,0.650133177373904,0.51725627359681,0.0346163293293791,0.681818156276232,0.384487438075134,0.834567325549597,0.411870793875771,0.908491283095062
"9",0.454253545787901,0.548365230962138,0.229308918745944,0.87468886071879,0.477846070324467,0.799716723449224,0.732330635889942,0.894003372759565,0.686550792965139,0.676169103286654,-0.00845211397931857,0.666172251548485,0.930632243363253,0.863190810673912,0.56607776257898,0.940119087863556,0.677552862222274,0.818402359700281,0.761579218761722,0.840396860485001,0.89702535029686,0.973635383560678,0.936582350530443,0.940275587144589,0.797405106905234,0.811797472910243,0.391301033282703,0.745145972598786,1.06270466922832,0.863909566737183,0.858097560057037,0.877215315689521,0.72277641752853,0.715322573116908,0.635727466278267,0.851945438639608,0.614634222895701,0.79580387729208,0.885745810077381,0.854697221313432
"10",0.536919478925189,0.614360840583876,0.582514625852028,0.82499052085247,0.82631528349917,0.819766015034048,0.751399824309044,0.776367395060823,0.681291087342832,0.562147576379173,-0.590199551105717,0.829114584485672,0.473495365508128,0.986731312203782,0.798514144320478,0.836717234144997,0.733898911437911,0.637354464320104,0.34414574707663,0.519241934985731,0.452975358261342,0.647662211134426,0.575631421686385,0.461429315813164,0.879213728818298,0.71159162146725,0.720476728381211,0.600467477339023,0.329440837622458,0.806204024426565,0.863956076891738,0.850123380220663,0.773746872633669,0.817290708537001,0.141048781857695,0.429975029729815,0.687916125723102,0.904823661345011,0.631028169893657,0.812093491350335
